step_seq,ppid,lot_type,lot_id,root_lot_id,wafer_id,tkout_time,fab_value,metro_step_seq,item_id
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,14,2026-02-02 14:56:14,0.09134250486004974,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,15,2026-02-02 15:41:53,-1.1100306871365133,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,16,2026-02-02 16:30:36,2.8954690052018637,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,17,2026-02-02 17:37:23,-1.685199898784993,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,18,2026-02-02 17:39:16,-0.10253742422118567,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,19,2026-02-02 20:15:25,-0.43045602957773194,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,20,2026-02-02 20:26:41,-1.5048325475556483,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,21,2026-02-02 20:43:31,-1.4325993614908705,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,22,2026-02-02 21:09:02,0.3219085062118672,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,23,2026-02-02 21:25:10,1.8671778160956267,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,24,2026-02-02 21:35:15,-1.2990189645126184,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0004.1,A0004,25,2026-02-02 21:54:41,1.0642688915372,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,1,2026-02-02 22:00:20,0.30077071172150666,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,2,2026-02-03 00:34:12,0.07415037586345544,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,3,2026-02-03 00:36:35,1.083680795145366,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,4,2026-02-03 01:31:18,-0.7266152725311629,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,5,2026-02-03 02:45:20,-0.5771806138321767,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,6,2026-02-03 04:18:10,-0.5645828204327343,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,7,2026-02-03 06:01:48,0.17585030244870603,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,8,2026-02-03 06:16:20,0.03803348472023584,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,9,2026-02-03 06:23:04,-0.8829816572583055,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,10,2026-02-03 07:32:50,0.6570108938424729,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,11,2026-02-03 08:15:46,-0.6296884097921944,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,12,2026-02-03 08:34:58,0.9365209116892476,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,13,2026-02-03 09:22:36,-0.6871817281981643,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,14,2026-02-03 09:35:48,0.11739104103805992,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,15,2026-02-03 09:39:51,1.225925557217616,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,16,2026-02-03 09:55:22,1.0396672800881928,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,17,2026-02-03 10:31:42,-2.2574878946980586,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,18,2026-02-03 10:38:38,-1.9366475694519427,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,19,2026-02-03 10:53:15,-2.1722820081067167,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,20,2026-02-03 11:00:59,-1.815683885819917,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,21,2026-02-03 11:29:47,1.1784275112107634,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,22,2026-02-03 11:54:44,0.7337935590594135,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,23,2026-02-03 12:55:08,-2.0711316026509716,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,24,2026-02-03 12:58:09,-0.26746786434138525,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0005.1,A0005,25,2026-02-03 13:03:16,-0.02294316332552794,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,1,2026-02-03 13:38:57,0.4191968506747506,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,2,2026-02-03 14:25:31,-1.4057279720339582,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,3,2026-02-03 15:08:02,-0.4191504747705485,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,4,2026-02-03 15:42:03,-0.12388825108339985,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,5,2026-02-03 16:15:31,-0.6548810988983546,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,6,2026-02-03 16:46:59,0.17063053691456598,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,7,2026-02-03 17:05:31,-1.3166727218593521,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,8,2026-02-03 18:18:02,0.5021426715770781,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,9,2026-02-03 18:32:02,-0.3460950486408828,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,10,2026-02-03 18:46:03,0.2156098039580886,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,11,2026-02-03 20:13:41,0.19493992697932094,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,12,2026-02-03 20:21:31,-1.6010218458394088,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,13,2026-02-03 20:37:18,-0.5147224487788268,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,14,2026-02-03 20:46:09,-1.2213225237185585,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,15,2026-02-03 23:20:02,0.8614765417246957,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,16,2026-02-04 00:01:52,-0.5096831426566643,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,17,2026-02-04 00:02:34,-0.7333996258496353,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,18,2026-02-04 00:08:31,1.365167427306912,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,19,2026-02-04 00:21:23,0.8098224333604832,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,20,2026-02-04 00:45:48,-1.1859695506878085,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,21,2026-02-04 02:07:05,0.927956439727289,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,22,2026-02-04 03:54:09,1.276110178669691,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,23,2026-02-04 03:55:36,-1.1178094971878862,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,24,2026-02-04 04:22:59,1.1908209288930698,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0006.1,A0006,25,2026-02-04 06:03:18,1.0978653562068723,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,1,2026-02-04 07:14:28,-0.36750536383063154,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,2,2026-02-04 07:49:32,-2.595069027222449,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,3,2026-02-04 08:07:49,-0.01706426871646457,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,4,2026-02-04 08:08:33,-2.4063416309887202,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,5,2026-02-04 08:51:18,-0.39057063762817495,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,6,2026-02-04 08:51:39,0.16224265874297386,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,7,2026-02-04 09:31:35,0.1465667573096245,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,8,2026-02-04 09:38:28,0.43091600483391984,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,9,2026-02-04 10:09:50,-0.8888185682523077,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,10,2026-02-04 10:26:03,-0.78050182028149,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,11,2026-02-04 10:40:25,-0.6499707332498379,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,12,2026-02-04 11:23:01,-0.6736192408499572,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,13,2026-02-04 11:45:45,-0.013668006583680926,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,14,2026-02-04 12:13:45,-0.49475183582745463,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,15,2026-02-04 12:55:08,1.0994026326097703,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,16,2026-02-04 13:08:35,0.6826251462816534,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,17,2026-02-04 13:12:24,-1.7421384686126824,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,18,2026-02-04 14:26:04,-0.8863556700040627,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,19,2026-02-04 14:29:21,-0.6470961133348249,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,20,2026-02-04 15:07:10,0.4631626324001431,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,21,2026-02-04 15:10:56,-0.33938906011444614,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,22,2026-02-04 15:12:15,-0.08796384614587802,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,23,2026-02-04 16:27:31,-1.440383365213922,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,24,2026-02-04 16:37:17,0.05925648428012002,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0007.1,A0007,25,2026-02-04 17:45:12,-0.5002767334967807,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,1,2026-02-04 18:19:41,0.45896684252338515,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,2,2026-02-04 19:11:39,0.13125079138399645,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,3,2026-02-04 19:40:40,2.0107610211761116,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,4,2026-02-04 19:47:50,-0.23615364300257521,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,5,2026-02-04 20:10:44,-0.24474517964629625,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,6,2026-02-04 21:39:16,-0.992778560719903,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,7,2026-02-04 22:24:31,0.258306786011146,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,8,2026-02-04 22:45:24,-0.38018014954870105,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,9,2026-02-04 23:29:43,0.3114381078696493,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,10,2026-02-05 00:38:19,1.2910224446166485,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,11,2026-02-05 00:53:18,-1.474035806284174,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,12,2026-02-05 01:18:57,-0.48487403376066207,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,13,2026-02-05 01:21:17,2.7632967644832864,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,14,2026-02-05 02:17:30,1.4028213997373016,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,15,2026-02-05 02:46:28,0.6442424782943025,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,16,2026-02-05 03:10:50,-0.6795013085128725,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,17,2026-02-05 03:22:06,0.9380877900792718,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,18,2026-02-05 03:34:09,0.661743658061861,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,19,2026-02-05 03:34:54,1.4133353449533674,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,20,2026-02-05 03:55:39,-1.7320855763497565,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,21,2026-02-05 04:08:15,1.1253450899234976,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,22,2026-02-05 05:13:48,0.5647960387913956,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,23,2026-02-05 06:14:13,-1.4223702935704843,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,24,2026-02-05 06:22:24,-1.6150088358886225,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_1,A0008.1,A0008,25,2026-02-05 06:45:55,0.7306282494585018,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0009.1,A0009,1,2026-02-05 07:34:05,-1.340606400314147,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0009.1,A0009,11,2026-02-05 08:48:01,-0.09608349468314462,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0009.1,A0009,12,2026-02-05 09:06:24,1.6995974975107628,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0009.1,A0009,17,2026-02-05 09:31:15,-1.270377908526803,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0009.1,A0009,21,2026-02-05 09:53:26,1.9703982909633349,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0009.1,A0009,22,2026-02-05 10:57:24,-0.3287713333173446,METRO_001,ITEM_001
STEP_001,PPID_001,P_TYPE_3,A0009.1,A0009,25,2026-02-05 10:58:41,1.0090012888963296,METRO_001,ITEM_001
STEP_001,PPID_001,E_TYPE_2,A0010.1,A0010,1,2026-02-05 11:14:00,-0.7768228470864769,METRO_001,ITEM_001
STEP_001,PPID_001,E_TYPE_2,A0010.1,A0010,2,2026-02-05 12:00:36,-1.1067548058834502,METRO_001,ITEM_001
STEP_001,PPID_001,E_TYPE_2,A0010.1,A0010,3,2026-02-05 12:28:52,-0.029987826971031313,METRO_001,ITEM_001
STEP_001,PPID_001,E_TYPE_2,A0010.1,A0010,4,2026-02-05 12:53:10,0.07729201082653422,METRO_001,ITEM_001
STEP_001,PPID_001,E_TYPE_2,A0010.1,A0010,5,2026-02-05 12:57:53,1.6327210484293628,METRO_001,ITEM_001
STEP_001,PPID_001,E_TYPE_2,A0010.1,A0010,6,2026-02-05 14:19:33,0.46047164976198734,METRO_001,ITEM_001
STEP_001,PPID_001,E_TYPE_2,A0010.1,A0010,7,2026-02-05 14:39:15,1.2650625463782967,METRO_001,ITEM_001
