line_id,process_id,step_seq,ppid,lot_type,lot_id,root_lot_id,wafer_id,tkout_time,fab_value,metro_step_seq,item_id
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0002.1,A0002,25,2025-12-02 04:05:02,-1.8950353767276178,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,2,2025-12-02 04:17:02,-0.9416912946001065,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,3,2025-12-02 06:55:15,-1.5313904252936823,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,4,2025-12-02 07:05:23,-0.6510248917831741,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,7,2025-12-02 07:24:59,-0.0617754885819753,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,10,2025-12-02 07:44:15,-1.4826310284864714,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,11,2025-12-02 09:23:10,-0.9337342056503257,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,12,2025-12-02 11:49:46,-1.0191156669647585,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,13,2025-12-02 12:36:25,0.24055802257490172,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,18,2025-12-02 13:54:47,0.09711811051770045,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,20,2025-12-02 14:36:27,-0.7256070554707434,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,21,2025-12-02 14:53:38,0.2088937070249739,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,24,2025-12-02 15:07:04,-0.543547287970756,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0003.1,A0003,25,2025-12-02 15:21:32,-0.2575213147390954,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,2,2025-12-02 15:22:56,1.7653901739104785,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,3,2025-12-02 15:43:25,1.4190794938619617,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,4,2025-12-02 17:17:26,-1.3265644864047017,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,5,2025-12-02 17:27:19,0.8879217145943415,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,6,2025-12-02 17:44:51,0.8688524166712558,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,7,2025-12-02 18:34:29,-1.1691938203027232,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,9,2025-12-02 19:21:13,0.8765287495050551,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,11,2025-12-02 20:27:45,1.624449195149055,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,12,2025-12-02 21:14:28,-1.1424465984941905,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,13,2025-12-02 21:56:30,-0.9292029338548342,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,15,2025-12-02 23:08:18,1.0833679255172426,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,17,2025-12-02 23:47:12,0.3073551232586739,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,18,2025-12-03 00:32:01,0.5985353262491042,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,20,2025-12-03 02:16:02,0.3792127850565167,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,21,2025-12-03 02:26:25,0.43132375776526993,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,22,2025-12-03 02:57:54,-1.3545310134435264,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0004.1,A0004,24,2025-12-03 03:03:33,1.1142104148863061,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,2,2025-12-03 04:15:15,1.2413735921248843,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,5,2025-12-03 04:31:20,-0.2135663738307489,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,6,2025-12-03 04:42:20,-0.020216027806416924,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,7,2025-12-03 05:06:27,-1.5673518026579512,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,8,2025-12-03 06:25:03,0.5598249462585483,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,9,2025-12-03 06:45:27,0.6199397393827099,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,11,2025-12-03 06:50:04,-0.03967865767928345,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,13,2025-12-03 06:54:19,1.1943274942653228,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,15,2025-12-03 06:58:01,-0.32244032021913815,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,16,2025-12-03 07:23:12,0.6121901629293444,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,18,2025-12-03 07:45:13,-1.0354509122398003,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,20,2025-12-03 08:35:05,0.0005057630907923556,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,21,2025-12-03 08:57:09,-0.1563284282189493,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,22,2025-12-03 09:15:51,0.25932023892257927,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0005.1,A0005,24,2025-12-03 09:18:34,-0.35930800598669294,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,2,2025-12-03 10:31:38,-0.11173149949853453,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,5,2025-12-03 10:40:53,0.8840890582991666,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,6,2025-12-03 11:28:45,-0.4292348067277461,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,7,2025-12-03 14:10:14,-1.6458401847682267,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,8,2025-12-03 15:00:24,1.8445672603736374,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,9,2025-12-03 15:10:26,1.4617122418381059,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,10,2025-12-03 16:44:34,-1.3189532029098434,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,11,2025-12-03 17:38:09,0.7422961174550022,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,12,2025-12-03 17:52:49,-0.4980937613733968,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,13,2025-12-03 18:12:33,0.299026703944302,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,14,2025-12-03 18:51:52,0.3309930941740335,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,15,2025-12-03 19:14:58,-0.21878411232897488,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,16,2025-12-03 19:21:20,-0.7901162922098524,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,17,2025-12-03 19:53:13,-0.6931626944089098,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,18,2025-12-03 20:13:33,-0.9278395921004922,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,19,2025-12-03 22:15:23,-0.8400950965596625,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,21,2025-12-03 23:41:20,-0.04486542165132947,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,22,2025-12-03 23:43:07,-0.7193903886751819,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,24,2025-12-04 00:25:48,0.7343341483411248,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0006.1,A0006,25,2025-12-04 00:36:19,1.5717360015493644,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,3,2025-12-04 01:19:23,-0.5782553710248447,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,4,2025-12-04 02:16:45,0.27398068055679214,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,5,2025-12-04 02:53:15,0.5446725147150512,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,6,2025-12-04 04:16:21,0.5158823617560454,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,9,2025-12-04 05:38:07,0.1039934786327309,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,13,2025-12-04 05:48:02,0.7973897150941113,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,14,2025-12-04 06:06:23,0.5265389107878835,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,15,2025-12-04 06:56:50,-1.26216891922039,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,18,2025-12-04 07:12:37,0.9289223069648441,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,20,2025-12-04 07:14:08,0.9477824707574118,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0007.1,A0007,21,2025-12-04 07:19:05,-0.7688175483457248,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,4,2025-12-04 07:40:32,0.0644553488655061,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,9,2025-12-04 07:56:11,0.7356621525235122,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,10,2025-12-04 08:40:19,-0.19268637236253605,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,11,2025-12-04 09:09:12,1.1408971696766521,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,14,2025-12-04 11:00:03,2.4834273944041354,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,18,2025-12-04 12:05:19,-0.7924254739403817,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,22,2025-12-04 12:13:52,-1.411286387279926,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,23,2025-12-04 12:54:51,0.3409713394290708,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,24,2025-12-04 12:58:55,0.7754250053311893,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_3,A0008.1,A0008,25,2025-12-04 13:09:42,-0.21510102879855975,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,1,2025-12-04 13:13:57,1.5363910898538757,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,3,2025-12-04 13:34:35,-1.367150031712179,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,4,2025-12-04 14:38:09,0.7456353679528757,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,5,2025-12-04 15:58:27,-0.6050952535892491,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,6,2025-12-04 16:04:27,1.8131530224555885,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,7,2025-12-04 16:16:34,2.097215967294843,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,8,2025-12-04 17:47:50,-0.7723228512946818,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,9,2025-12-04 18:00:48,-0.5465394213449233,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,10,2025-12-04 18:36:52,0.9189714024589941,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,12,2025-12-04 18:46:23,-0.3776158757810952,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,13,2025-12-04 18:55:16,-0.02222766664952775,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,15,2025-12-04 19:37:55,0.05140395736410659,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,17,2025-12-04 21:13:31,-1.9714600824455628,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,20,2025-12-04 21:15:18,0.010608744061993261,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,21,2025-12-04 21:46:15,-0.6923168850267408,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,23,2025-12-04 22:28:35,-0.48784773529576286,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,24,2025-12-04 22:49:25,1.5263772836075666,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_1,A0009.1,A0009,25,2025-12-05 01:00:30,-1.2817671700504267,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,2,2025-12-05 01:40:20,0.8707333942178964,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,3,2025-12-05 01:41:27,-0.2651214475450808,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,4,2025-12-05 01:51:23,-0.2659505752356678,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,5,2025-12-05 02:09:51,0.8469867718937798,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,7,2025-12-05 02:36:04,0.3786533463516461,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,8,2025-12-05 02:48:10,0.6184375171083123,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,9,2025-12-05 03:21:56,1.0319120469541756,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,11,2025-12-05 04:19:58,-0.31956071851065565,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,13,2025-12-05 05:12:00,-0.6117262038880603,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,15,2025-12-05 05:26:47,-1.1035565476201101,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,16,2025-12-05 07:59:18,-0.8334269511781134,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,17,2025-12-05 08:04:54,3.0920582023210743,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,18,2025-12-05 08:08:16,1.3194667639662583,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,19,2025-12-05 11:57:16,-1.3801173408563423,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,20,2025-12-05 12:29:17,-1.3503562750133131,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,21,2025-12-05 14:27:08,0.5261407041872312,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,22,2025-12-05 15:04:47,0.5941553892730856,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,23,2025-12-05 15:11:38,0.595839188730059,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,P_2,A0010.1,A0010,25,2025-12-05 15:36:15,-0.24015402529584576,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,1,2025-12-05 15:37:57,-0.10547243040301624,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,2,2025-12-05 15:56:19,0.36599470512573173,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,4,2025-12-05 16:13:34,0.11432872654506362,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,6,2025-12-05 16:15:28,-2.2830723876574366,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,10,2025-12-05 16:52:37,-0.21399161579820158,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,12,2025-12-05 17:05:12,-0.8604626916307262,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,13,2025-12-05 21:21:25,0.20721987566485253,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,15,2025-12-05 22:00:37,3.1296693627075465,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,16,2025-12-05 22:17:06,0.4071809320932766,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,17,2025-12-06 01:36:54,-0.3010708736192938,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,18,2025-12-06 01:46:15,0.9836735620563424,MET_020,ITEM_X
LINE_A,PRC_O1,STP_007,PPID_ALPHA,E_3,A0011.1,A0011,19,2025-12-06 03:14:17,0.5269954026975813,MET_020,ITEM_X
