line_id,process_id,step_seq,ppid,eqp_id,eqp_chamber,lot_type,lot_id,root_lot_id,wafer_id,tkout_time,fab_value,metro_step_seq,item_id
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,P_1,A0001.1,A0005,13,2026-02-01 05:48:51,27.80298012697818,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,P_1,A0001.1,A0009,3,2026-02-01 05:52:32,26.468670883608333,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_1,A0001.1,A0022,13,2026-02-01 06:03:32,26.020361533424637,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_1,A0001.1,A0020,17,2026-02-01 07:25:54,28.21703824269452,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_1,A0001.1,A0027,7,2026-02-01 07:31:58,34.37817112167607,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_1,A0001.1,A0048,23,2026-02-01 08:50:55,25.146098045179613,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_1,A0001.1,A0044,11,2026-02-01 09:18:04,27.131159839425926,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_1,A0001.1,A0058,3,2026-02-01 09:20:29,31.825784622159667,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_1,A0001.1,A0016,5,2026-02-01 09:24:30,32.508625217455915,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_1,A0001.1,A0016,11,2026-02-01 10:09:02,27.032942417671062,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,P_3,A0002.1,A0006,19,2026-02-01 10:53:22,24.28303565101353,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,P_3,A0002.1,A0009,25,2026-02-01 11:21:19,25.71631394404884,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0002.1,A0028,19,2026-02-01 11:22:11,28.721440581888324,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_3,A0002.1,A0045,3,2026-02-01 12:30:26,31.548218114737782,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,P_3,A0002.1,A0022,24,2026-02-01 12:42:30,29.57331817042166,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,P_3,A0002.1,A0044,8,2026-02-01 12:58:11,26.62024669202778,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_3,A0002.1,A0001,12,2026-02-01 14:02:17,24.085905285805172,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0002.1,A0057,20,2026-02-01 14:51:45,29.373632297301988,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_3,A0002.1,A0051,15,2026-02-01 16:01:58,24.525657384901915,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,P_3,A0002.1,A0052,5,2026-02-01 16:06:23,26.22005000864593,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0002.1,A0040,1,2026-02-01 16:12:46,28.45320940512697,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_3,A0002.1,A0053,25,2026-02-01 16:32:26,29.16294354990548,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_3,A0002.1,A0058,8,2026-02-01 17:19:27,29.92708581846407,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_3,A0002.1,A0032,2,2026-02-01 18:02:17,28.1734719386956,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_3,A0002.1,A0038,10,2026-02-01 18:12:47,28.988802650732477,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_3,A0002.1,A0009,12,2026-02-01 18:21:47,28.002032624060888,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0002.1,A0008,18,2026-02-01 18:45:35,28.098631678196725,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,P_3,A0002.1,A0033,9,2026-02-01 18:45:52,27.45940364615772,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,P_3,A0002.1,A0040,6,2026-02-01 19:12:29,28.68836176278976,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_3,A0002.1,A0012,4,2026-02-01 19:59:27,26.97275745529276,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,P_3,A0002.1,A0018,18,2026-02-01 20:23:23,31.186340773975413,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_3,A0002.1,A0013,23,2026-02-01 20:34:59,23.0766930098884,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_3,A0002.1,A0053,17,2026-02-01 20:42:08,32.276722404486755,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_3,A0002.1,A0013,24,2026-02-01 20:50:27,30.549114596526607,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_3,A0003.1,A0057,8,2026-02-01 21:24:50,27.908253090122624,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_3,A0003.1,A0045,9,2026-02-01 21:56:42,32.56314413104504,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_3,A0003.1,A0051,12,2026-02-01 23:23:41,31.573806223882137,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,E_3,A0003.1,A0044,3,2026-02-02 00:00:48,29.401206554030853,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,E_3,A0003.1,A0010,20,2026-02-02 00:18:27,25.92988799039333,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,E_3,A0003.1,A0006,18,2026-02-02 00:29:18,29.712931105867963,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_3,A0003.1,A0057,10,2026-02-02 01:02:10,26.83832904718263,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_3,A0003.1,A0057,12,2026-02-02 01:07:52,26.336331186433856,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,E_3,A0003.1,A0024,1,2026-02-02 01:30:29,28.553575398009567,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_3,A0003.1,A0053,6,2026-02-02 02:30:30,28.11467060311185,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_3,A0003.1,A0027,25,2026-02-02 02:56:25,30.078392923972714,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_3,A0003.1,A0039,19,2026-02-02 03:08:02,30.450192186025163,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_3,A0003.1,A0041,2,2026-02-02 03:44:18,27.56851653695418,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_3,A0003.1,A0014,24,2026-02-02 04:13:56,30.25842804433653,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,E_3,A0003.1,A0040,24,2026-02-02 04:19:30,27.113408693439744,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,E_3,A0003.1,A0017,11,2026-02-02 04:41:40,26.795807505858598,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,E_3,A0003.1,A0028,5,2026-02-02 04:43:57,25.90200603801128,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_3,A0003.1,A0034,6,2026-02-02 04:59:46,31.223026788419887,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_3,A0003.1,A0029,11,2026-02-02 05:25:23,30.86170338320574,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,E_3,A0003.1,A0045,2,2026-02-02 05:39:12,27.080639297073198,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,E_3,A0003.1,A0034,11,2026-02-02 05:39:29,23.562404748528,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,E_3,A0003.1,A0040,17,2026-02-02 05:43:16,22.26683615924578,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,E_3,A0003.1,A0006,21,2026-02-02 06:05:00,28.66113462112109,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,E_2,A0004.1,A0015,1,2026-02-02 06:17:15,30.564404902959136,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,E_2,A0004.1,A0047,18,2026-02-02 06:19:11,25.328925706195324,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_2,A0004.1,A0056,5,2026-02-02 08:20:54,29.69642740527438,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_2,A0004.1,A0025,17,2026-02-02 09:51:53,26.016827736913044,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_2,A0004.1,A0002,15,2026-02-02 10:38:58,28.427571444616746,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_2,A0004.1,A0010,18,2026-02-02 10:39:10,33.38053621953539,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,E_2,A0004.1,A0051,20,2026-02-02 11:15:02,32.6778060184931,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_2,A0004.1,A0012,5,2026-02-02 11:25:16,26.287517970533653,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,E_2,A0004.1,A0056,8,2026-02-02 11:46:26,25.915965331892547,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,E_2,A0004.1,A0033,23,2026-02-02 12:52:59,29.329602464303846,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,E_2,A0004.1,A0007,5,2026-02-02 13:18:37,25.528324157049664,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,E_2,A0004.1,A0046,1,2026-02-02 13:20:30,27.16677180256386,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_2,A0004.1,A0014,20,2026-02-02 13:23:51,29.402162161948947,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,E_2,A0004.1,A0053,24,2026-02-02 14:13:32,29.1338842321208,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,E_2,A0004.1,A0010,2,2026-02-02 14:38:55,28.7607862686758,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,E_2,A0004.1,A0012,17,2026-02-02 14:41:53,22.354484979676165,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,E_2,A0004.1,A0034,19,2026-02-02 15:17:40,23.573986121445675,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_2,A0004.1,A0036,5,2026-02-02 15:32:04,29.401824074814908,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_2,A0004.1,A0004,2,2026-02-02 16:13:26,29.191979961651796,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_2,A0004.1,A0027,14,2026-02-02 16:23:37,28.25316484101217,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_1,A0005.1,A0056,19,2026-02-02 16:27:29,31.03141693021121,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,E_1,A0005.1,A0039,8,2026-02-02 16:35:22,23.783823886960576,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_1,A0005.1,A0032,19,2026-02-02 16:47:48,30.289879014819604,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_1,A0005.1,A0041,20,2026-02-02 17:07:46,29.96390888862906,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,E_1,A0005.1,A0054,17,2026-02-02 17:27:47,30.133362575676063,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,E_1,A0005.1,A0029,17,2026-02-02 17:37:09,30.73655245888389,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,E_1,A0005.1,A0023,1,2026-02-02 19:26:46,27.497307861674905,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_1,A0005.1,A0054,23,2026-02-02 19:47:13,27.57234309679337,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_1,A0005.1,A0004,18,2026-02-02 19:49:37,30.751057035269184,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_1,A0005.1,A0035,6,2026-02-02 20:38:35,28.65826764415231,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_1,A0005.1,A0016,7,2026-02-02 21:10:00,25.839919893901623,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_1,A0005.1,A0013,4,2026-02-02 21:25:22,22.948234487007976,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_1,A0005.1,A0037,4,2026-02-02 21:28:16,32.20607450268827,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,E_1,A0005.1,A0054,6,2026-02-02 22:02:15,28.973494052932367,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,E_1,A0005.1,A0024,25,2026-02-02 22:12:35,28.573628078637,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_1,A0005.1,A0039,12,2026-02-02 22:14:11,27.93816215045525,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,E_1,A0005.1,A0027,10,2026-02-02 22:26:24,28.32563551656413,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_1,A0005.1,A0036,22,2026-02-02 23:29:44,21.55312019231621,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_1,A0005.1,A0056,2,2026-02-03 00:46:27,29.26525060789513,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_1,A0005.1,A0029,7,2026-02-03 00:53:19,22.94741908665172,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_1,A0005.1,A0053,3,2026-02-03 00:53:35,30.25819644110297,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,E_1,A0005.1,A0008,14,2026-02-03 02:11:14,32.53253679839417,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,E_1,A0005.1,A0040,13,2026-02-03 02:22:03,27.50001275232385,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_1,A0005.1,A0053,20,2026-02-03 03:04:50,30.679343058707683,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,E_2,A0006.1,A0050,2,2026-02-03 03:23:43,30.552777223632397,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,E_2,A0006.1,A0053,19,2026-02-03 03:27:49,30.714795882145825,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_2,A0006.1,A0054,7,2026-02-03 03:41:14,23.50024368790782,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,E_2,A0006.1,A0014,10,2026-02-03 04:44:29,27.822405093612307,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_2,A0006.1,A0039,22,2026-02-03 05:15:45,33.86497329684254,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,E_2,A0006.1,A0017,5,2026-02-03 05:55:34,21.94369647702004,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,E_2,A0006.1,A0029,4,2026-02-03 06:29:36,25.609027193072496,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_2,A0006.1,A0023,7,2026-02-03 07:06:13,28.284218517896083,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,E_2,A0006.1,A0019,19,2026-02-03 07:11:23,29.83983215827007,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_2,A0006.1,A0018,1,2026-02-03 07:55:20,29.175236536261966,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,E_2,A0006.1,A0025,20,2026-02-03 10:36:41,31.492429635247216,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_2,A0006.1,A0012,8,2026-02-03 10:46:17,28.388693266096645,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,P_3,A0007.1,A0038,2,2026-02-03 10:53:51,28.268116543471905,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_3,A0007.1,A0009,23,2026-02-03 11:03:11,27.560768092065626,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,P_3,A0007.1,A0010,7,2026-02-03 12:22:53,28.496956640608065,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_3,A0007.1,A0033,16,2026-02-03 12:46:37,24.518613645100903,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0007.1,A0036,17,2026-02-03 13:51:35,25.755136353372887,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_3,A0007.1,A0039,9,2026-02-03 14:55:48,28.337210068815416,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0007.1,A0051,2,2026-02-03 15:29:54,26.431717296405893,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,P_3,A0007.1,A0016,24,2026-02-03 19:34:11,30.16186289091294,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_3,A0007.1,A0054,21,2026-02-03 19:53:07,29.757814888560954,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,P_3,A0007.1,A0029,14,2026-02-03 20:52:29,27.079830543405496,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0007.1,A0048,9,2026-02-03 21:22:28,25.735405414964585,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,P_3,A0007.1,A0039,15,2026-02-03 21:40:49,30.10575227784263,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_3,A0007.1,A0029,10,2026-02-03 23:10:02,29.784327067850032,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0007.1,A0043,1,2026-02-03 23:12:13,28.766315232808147,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_3,A0007.1,A0006,8,2026-02-03 23:16:33,28.41624527123358,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_2,A0008.1,A0011,18,2026-02-03 23:42:49,28.16887032148928,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,E_2,A0008.1,A0020,16,2026-02-03 23:46:16,30.62375792214801,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_2,A0008.1,A0036,7,2026-02-04 00:27:06,26.571882170411477,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,E_2,A0008.1,A0050,11,2026-02-04 00:35:53,28.82920294375108,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,E_2,A0008.1,A0039,1,2026-02-04 00:38:02,27.422936365543105,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_2,A0008.1,A0040,4,2026-02-04 00:40:17,34.32401499428385,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_2,A0008.1,A0025,11,2026-02-04 00:40:31,31.619446266796253,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_2,A0008.1,A0020,21,2026-02-04 01:24:21,27.55549210024404,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_2,A0008.1,A0032,5,2026-02-04 02:11:12,28.28444851737166,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,E_2,A0008.1,A0039,17,2026-02-04 02:32:27,27.547038783382565,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_2,A0008.1,A0016,4,2026-02-04 02:59:30,25.94263545078719,MET_034,ITEM_Y
