step_seq,ppid,lot_type,lot_id,root_lot_id,wafer_id,tkout_time,eqp_id,eqp_chamber,fab_value,metro_step_seq,item_id
STEP_002,PPID_002,P_TYPE_1,A0115.2,A0115,3,2025-11-02 04:52:38,EQP_03,EQP_03_CH_03,25.782950709602527,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0003.2,A0003,6,2025-11-02 05:45:44,EQP_04,EQP_04_CH_04,23.91995770671471,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0013.2,A0013,24,2025-11-02 07:12:56,EQP_04,EQP_04_CH_04,26.941542167374678,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0042.2,A0042,6,2025-11-02 08:45:36,EQP_04,EQP_04_CH_02,29.618247264276974,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_3,A0095.2,A0095,24,2025-11-02 10:01:55,EQP_04,EQP_04_CH_04,29.111685518654802,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0063.2,A0063,5,2025-11-02 10:12:04,EQP_03,EQP_03_CH_02,26.596029015966884,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0131.2,A0131,13,2025-11-02 10:21:56,EQP_02,EQP_02_CH_02,27.30796855847887,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0117.2,A0117,10,2025-11-02 12:25:53,EQP_03,EQP_03_CH_01,30.369332001685716,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0057.2,A0057,17,2025-11-02 13:16:07,EQP_03,EQP_03_CH_04,29.376542072185583,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0014.2,A0014,6,2025-11-02 14:11:16,EQP_05,EQP_05_CH_02,26.16589336713733,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0058.2,A0058,7,2025-11-02 16:17:43,EQP_02,EQP_02_CH_01,24.661145027273264,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0045.2,A0045,24,2025-11-02 17:59:05,EQP_04,EQP_04_CH_01,26.16197899414088,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0077.2,A0077,1,2025-11-02 18:19:04,EQP_01,EQP_01_CH_01,25.732567989349732,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0034.2,A0034,18,2025-11-02 19:03:47,EQP_02,EQP_02_CH_04,31.232613400336106,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0129.2,A0129,19,2025-11-03 01:22:17,EQP_02,EQP_02_CH_01,30.800934138237455,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0014.2,A0014,1,2025-11-03 02:44:18,EQP_02,EQP_02_CH_03,28.82083962287415,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0036.2,A0036,25,2025-11-03 05:25:22,EQP_05,EQP_05_CH_03,29.772042939274282,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0098.2,A0098,11,2025-11-03 06:38:04,EQP_04,EQP_04_CH_04,29.451741429304448,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0015.2,A0015,12,2025-11-03 08:38:01,EQP_03,EQP_03_CH_01,30.221177699624132,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0014.2,A0014,8,2025-11-03 09:10:31,EQP_02,EQP_02_CH_02,29.8695616729003,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0060.2,A0060,15,2025-11-03 09:27:06,EQP_05,EQP_05_CH_02,33.8619581340585,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0009.2,A0009,22,2025-11-03 10:55:30,EQP_02,EQP_02_CH_02,26.52489055260345,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0003.2,A0003,25,2025-11-03 14:01:58,EQP_04,EQP_04_CH_03,36.06907270191084,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0018.2,A0018,10,2025-11-03 14:07:23,EQP_03,EQP_03_CH_01,23.89385021854679,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0033.2,A0033,24,2025-11-03 15:46:20,EQP_04,EQP_04_CH_01,31.624900039554397,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0072.2,A0072,24,2025-11-03 16:38:25,EQP_02,EQP_02_CH_02,27.52612827130677,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_3,A0071.2,A0071,13,2025-11-03 16:47:19,EQP_01,EQP_01_CH_02,24.692442968110093,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0110.2,A0110,7,2025-11-03 18:10:11,EQP_04,EQP_04_CH_04,26.487184566892918,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0001.2,A0001,15,2025-11-03 20:19:00,EQP_03,EQP_03_CH_01,23.987509349952717,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0115.2,A0115,24,2025-11-03 23:59:24,EQP_04,EQP_04_CH_03,30.437477749306495,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0073.2,A0073,16,2025-11-04 00:14:50,EQP_01,EQP_01_CH_02,28.35630464396764,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0051.2,A0051,12,2025-11-04 04:02:19,EQP_02,EQP_02_CH_02,31.96827180227643,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0097.2,A0097,2,2025-11-04 04:46:29,EQP_01,EQP_01_CH_01,30.488622462035913,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0010.2,A0010,8,2025-11-04 06:58:06,EQP_05,EQP_05_CH_01,25.110802975258924,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0109.2,A0109,25,2025-11-04 08:45:02,EQP_05,EQP_05_CH_03,26.496755746694873,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0007.2,A0007,14,2025-11-04 12:40:09,EQP_01,EQP_01_CH_01,32.311021213756185,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0131.2,A0131,19,2025-11-04 14:10:32,EQP_01,EQP_01_CH_04,29.153049876051593,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0063.2,A0063,4,2025-11-04 15:20:41,EQP_03,EQP_03_CH_02,28.62544968480142,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0036.2,A0036,16,2025-11-04 15:28:04,EQP_01,EQP_01_CH_01,32.59107532137379,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0121.2,A0121,4,2025-11-04 16:24:59,EQP_02,EQP_02_CH_03,29.437756064030538,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0045.2,A0045,20,2025-11-04 17:10:42,EQP_03,EQP_03_CH_01,32.737882311894836,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0033.2,A0033,15,2025-11-04 19:29:36,EQP_05,EQP_05_CH_01,22.53953142214082,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0027.2,A0027,20,2025-11-04 21:22:03,EQP_01,EQP_01_CH_02,27.06111678291476,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0039.2,A0039,11,2025-11-05 00:50:59,EQP_02,EQP_02_CH_02,29.42568733969292,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0012.2,A0012,22,2025-11-05 01:30:09,EQP_01,EQP_01_CH_02,22.846858977153754,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0003.2,A0003,13,2025-11-05 02:48:48,EQP_03,EQP_03_CH_03,26.962446986622098,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0056.2,A0056,11,2025-11-05 03:08:39,EQP_03,EQP_03_CH_01,32.250836996023864,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0059.2,A0059,12,2025-11-05 03:12:47,EQP_04,EQP_04_CH_03,27.857682069838923,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0069.2,A0069,7,2025-11-05 03:31:52,EQP_02,EQP_02_CH_01,24.811635705352213,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0072.2,A0072,23,2025-11-05 03:45:39,EQP_01,EQP_01_CH_04,23.349482189380197,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0023.2,A0023,15,2025-11-05 03:56:48,EQP_01,EQP_01_CH_03,29.918880389702267,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0078.2,A0078,5,2025-11-05 06:11:50,EQP_04,EQP_04_CH_03,30.237641254416953,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0120.2,A0120,14,2025-11-05 07:45:29,EQP_01,EQP_01_CH_04,26.43669315300468,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0123.2,A0123,24,2025-11-05 08:46:20,EQP_05,EQP_05_CH_02,28.81202663102754,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0089.2,A0089,3,2025-11-05 09:36:08,EQP_01,EQP_01_CH_04,28.02153338434364,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0005.2,A0005,14,2025-11-05 10:46:41,EQP_05,EQP_05_CH_01,31.74919556438604,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0032.2,A0032,17,2025-11-05 11:42:33,EQP_05,EQP_05_CH_02,26.073014539836223,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0106.2,A0106,14,2025-11-05 12:18:50,EQP_02,EQP_02_CH_01,27.651202494210768,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0122.2,A0122,25,2025-11-05 12:21:31,EQP_02,EQP_02_CH_03,29.549491170816484,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0104.2,A0104,4,2025-11-05 13:39:59,EQP_04,EQP_04_CH_03,25.52363906258184,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0112.2,A0112,14,2025-11-05 14:22:24,EQP_05,EQP_05_CH_04,28.634627646439778,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0085.2,A0085,24,2025-11-05 16:33:26,EQP_04,EQP_04_CH_02,31.532164807405245,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0085.2,A0085,12,2025-11-05 20:12:48,EQP_04,EQP_04_CH_03,36.41064472143022,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0037.2,A0037,13,2025-11-05 20:37:03,EQP_04,EQP_04_CH_04,28.189227347862804,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0085.2,A0085,2,2025-11-05 21:59:06,EQP_02,EQP_02_CH_03,26.844448745058592,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0092.2,A0092,15,2025-11-05 22:12:28,EQP_02,EQP_02_CH_01,27.825634745669834,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0007.2,A0007,6,2025-11-05 22:50:27,EQP_02,EQP_02_CH_03,26.495078403656954,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0114.2,A0114,7,2025-11-05 23:51:40,EQP_03,EQP_03_CH_04,28.133773462733423,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0061.2,A0061,22,2025-11-06 01:27:22,EQP_01,EQP_01_CH_04,31.135596071176074,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0112.2,A0112,9,2025-11-06 01:46:09,EQP_04,EQP_04_CH_03,33.830324728075716,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0130.2,A0130,24,2025-11-06 02:08:50,EQP_04,EQP_04_CH_01,26.226868306789072,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0015.2,A0015,11,2025-11-06 04:24:28,EQP_04,EQP_04_CH_01,31.827108628057957,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0059.2,A0059,3,2025-11-06 05:29:41,EQP_05,EQP_05_CH_04,27.055800933457338,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0109.2,A0109,21,2025-11-06 05:29:50,EQP_04,EQP_04_CH_03,30.81985471302346,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0059.2,A0059,11,2025-11-06 06:56:04,EQP_02,EQP_02_CH_04,31.422551079637877,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0081.2,A0081,18,2025-11-06 08:03:07,EQP_04,EQP_04_CH_01,26.723630820994735,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0019.2,A0019,8,2025-11-06 10:46:23,EQP_04,EQP_04_CH_03,30.84509817290753,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0118.2,A0118,13,2025-11-06 11:23:22,EQP_04,EQP_04_CH_03,27.55601729311525,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0104.2,A0104,23,2025-11-06 13:48:37,EQP_03,EQP_03_CH_02,29.21235031870102,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0008.2,A0008,11,2025-11-06 14:39:30,EQP_05,EQP_05_CH_04,24.20958460606534,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_3,A0079.2,A0079,12,2025-11-06 14:48:22,EQP_05,EQP_05_CH_04,30.096033836586432,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0099.2,A0099,17,2025-11-06 15:01:15,EQP_04,EQP_04_CH_01,27.829416601347425,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0003.2,A0003,7,2025-11-06 15:10:27,EQP_02,EQP_02_CH_01,27.97299384574849,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0032.2,A0032,7,2025-11-06 15:34:29,EQP_03,EQP_03_CH_04,24.7163395174118,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0073.2,A0073,23,2025-11-06 16:27:05,EQP_02,EQP_02_CH_04,32.85307237191286,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0057.2,A0057,22,2025-11-06 16:33:09,EQP_04,EQP_04_CH_02,28.699628830757227,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0040.2,A0040,6,2025-11-06 17:02:18,EQP_04,EQP_04_CH_01,27.651629173293127,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0090.2,A0090,23,2025-11-06 19:06:08,EQP_03,EQP_03_CH_02,31.635662787300866,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0015.2,A0015,22,2025-11-06 19:47:36,EQP_02,EQP_02_CH_03,28.938135198977545,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0005.2,A0005,5,2025-11-06 20:08:05,EQP_04,EQP_04_CH_04,27.168421270620918,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0075.2,A0075,7,2025-11-06 20:38:11,EQP_02,EQP_02_CH_02,30.23837900287895,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0135.2,A0135,4,2025-11-06 23:27:23,EQP_04,EQP_04_CH_03,25.810784175043175,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_3,A0022.2,A0022,25,2025-11-06 23:52:58,EQP_03,EQP_03_CH_04,28.253234883173562,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0132.2,A0132,2,2025-11-07 01:15:02,EQP_05,EQP_05_CH_03,29.315232997091282,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0094.2,A0094,11,2025-11-07 03:49:56,EQP_01,EQP_01_CH_02,28.215647909762378,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_3,A0022.2,A0022,12,2025-11-07 03:52:26,EQP_04,EQP_04_CH_03,28.137718162445953,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0097.2,A0097,23,2025-11-07 03:58:47,EQP_01,EQP_01_CH_02,25.772821424109843,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0001.2,A0001,1,2025-11-07 05:02:42,EQP_05,EQP_05_CH_03,27.499563041651317,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0014.2,A0014,24,2025-11-07 06:40:05,EQP_03,EQP_03_CH_01,30.839596783654162,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0059.2,A0059,14,2025-11-07 07:48:18,EQP_03,EQP_03_CH_01,30.99075289649565,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0089.2,A0089,24,2025-11-07 10:18:00,EQP_04,EQP_04_CH_01,30.611660488028495,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0134.2,A0134,10,2025-11-07 15:03:57,EQP_04,EQP_04_CH_04,24.441603379316778,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0061.2,A0061,8,2025-11-07 17:35:22,EQP_02,EQP_02_CH_04,28.708224588495593,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0035.2,A0035,11,2025-11-07 19:28:52,EQP_04,EQP_04_CH_03,31.081023913960387,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0082.2,A0082,3,2025-11-07 20:40:36,EQP_04,EQP_04_CH_03,28.534001707986654,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0056.2,A0056,16,2025-11-07 23:49:33,EQP_05,EQP_05_CH_02,33.35416652867375,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0099.2,A0099,16,2025-11-08 02:19:00,EQP_04,EQP_04_CH_01,28.922971450993558,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0091.2,A0091,24,2025-11-08 02:53:47,EQP_03,EQP_03_CH_04,21.379111864873273,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0040.2,A0040,23,2025-11-08 03:08:19,EQP_04,EQP_04_CH_04,30.239717685080752,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0036.2,A0036,9,2025-11-08 03:18:49,EQP_02,EQP_02_CH_02,25.815624584273014,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0042.2,A0042,21,2025-11-08 04:39:57,EQP_04,EQP_04_CH_02,28.572049260233342,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0108.2,A0108,9,2025-11-08 04:41:30,EQP_04,EQP_04_CH_04,33.11598750070025,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0064.2,A0064,8,2025-11-08 06:48:28,EQP_05,EQP_05_CH_04,28.653776358581222,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0084.2,A0084,21,2025-11-08 07:11:47,EQP_05,EQP_05_CH_02,31.545137933366462,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0084.2,A0084,5,2025-11-08 08:15:54,EQP_03,EQP_03_CH_04,28.23610334882039,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0042.2,A0042,23,2025-11-08 09:03:36,EQP_04,EQP_04_CH_04,30.043379976104205,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0020.2,A0020,3,2025-11-08 11:12:22,EQP_04,EQP_04_CH_04,32.370062545000096,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0010.2,A0010,1,2025-11-08 11:44:26,EQP_02,EQP_02_CH_04,26.803071900699475,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0081.2,A0081,20,2025-11-08 13:48:46,EQP_02,EQP_02_CH_04,24.35573753074776,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0049.2,A0049,17,2025-11-08 14:20:48,EQP_02,EQP_02_CH_04,26.138249138067728,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0106.2,A0106,24,2025-11-08 15:13:44,EQP_05,EQP_05_CH_02,26.885580964185383,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0114.2,A0114,10,2025-11-08 15:44:05,EQP_02,EQP_02_CH_03,27.695938277974385,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0059.2,A0059,10,2025-11-08 19:02:50,EQP_04,EQP_04_CH_01,31.294735003496687,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0106.2,A0106,5,2025-11-08 19:11:11,EQP_05,EQP_05_CH_04,29.533612245060873,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_3,A0126.2,A0126,21,2025-11-08 20:14:52,EQP_04,EQP_04_CH_03,32.56838093900771,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0101.2,A0101,17,2025-11-08 21:43:37,EQP_05,EQP_05_CH_02,27.839749806004818,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0020.2,A0020,17,2025-11-08 22:32:06,EQP_03,EQP_03_CH_03,30.02359486245524,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0099.2,A0099,6,2025-11-09 00:27:43,EQP_01,EQP_01_CH_01,33.42440688696266,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0108.2,A0108,4,2025-11-09 00:54:53,EQP_01,EQP_01_CH_02,33.411839161448725,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0093.2,A0093,3,2025-11-09 01:11:57,EQP_01,EQP_01_CH_02,30.62309895887859,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0013.2,A0013,2,2025-11-09 02:32:55,EQP_04,EQP_04_CH_04,26.133894399202923,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0085.2,A0085,22,2025-11-09 04:53:26,EQP_02,EQP_02_CH_02,25.74688464407907,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0133.2,A0133,2,2025-11-09 04:57:28,EQP_03,EQP_03_CH_04,27.38310409221973,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0044.2,A0044,22,2025-11-09 07:20:04,EQP_03,EQP_03_CH_01,28.20067895769625,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_2,A0099.2,A0099,8,2025-11-09 08:50:05,EQP_02,EQP_02_CH_01,27.473031324630533,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_1,A0016.2,A0016,21,2025-11-09 11:03:02,EQP_01,EQP_01_CH_01,30.37440088459632,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0087.2,A0087,8,2025-11-09 11:51:42,EQP_02,EQP_02_CH_04,30.482211489633986,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0008.2,A0008,21,2025-11-09 13:16:52,EQP_05,EQP_05_CH_03,26.989420672266448,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0123.2,A0123,20,2025-11-09 17:01:23,EQP_01,EQP_01_CH_02,22.147339127111344,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0074.2,A0074,5,2025-11-09 17:44:30,EQP_05,EQP_05_CH_03,26.510020831688735,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_3,A0124.2,A0124,16,2025-11-09 19:13:59,EQP_03,EQP_03_CH_03,29.67168229559372,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_1,A0078.2,A0078,17,2025-11-09 22:10:22,EQP_01,EQP_01_CH_02,28.221360514475958,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0086.2,A0086,18,2025-11-10 01:43:38,EQP_05,EQP_05_CH_02,24.10552175443628,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0012.2,A0012,1,2025-11-10 03:20:00,EQP_02,EQP_02_CH_01,28.50855699105552,METRO_002,ITEM_002
STEP_002,PPID_002,E_TYPE_3,A0024.2,A0024,24,2025-11-10 04:28:33,EQP_05,EQP_05_CH_02,27.975491301445217,METRO_002,ITEM_002
STEP_002,PPID_002,P_TYPE_2,A0081.2,A0081,10,2025-11-10 06:12:08,EQP_05,EQP_05_CH_01,25.454253044701403,METRO_002,ITEM_002
